01373=5|Y
01375=5|Y
01376=5|Y
01378=5|Y
01379=5|Y
01380=5|Y
01420=5|Y
01430=5|Y
01431=5|Y
01432=5|Y
01434=5|Y
01436=5|Y
01438=5|Y
01440=5|Y
01441=5|Y
01450=5|Y
01451=5|Y
01452=5|Y
01453=5|Y
01460=5|Y
01462=5|Y
01463=5|Y
01464=5|Y
01467=5|Y
01468=5|Y
01469=5|Y
01470=5|Y
01471=5|Y
01472=5|Y
01473=5|Y
01474=5|Y
01475=5|Y
01501=5|Y
01503=5|Y
01504=5|Y
01505=5|Y
01506=5|Y
01507=5|Y
01508=5|Y
01509=5|Y
01510=5|Y
01515=5|Y
01516=5|Y
01518=5|Y
01519=5|Y
01520=5|Y
01521=5|Y
01522=5|Y
01523=5|Y
01524=5|Y
01525=5|Y
01526=5|Y
01527=5|Y
01529=5|Y
01531=5|Y
01532=5|Y
01534=5|Y
01535=5|Y
01536=5|Y
01537=5|Y
01538=5|Y
01540=5|Y
01541=5|Y
01542=5|Y
01543=5|Y
01545=5|Y
01546=5|Y
01550=5|Y
01560=5|Y
01561=5|Y
01562=5|Y
01564=5|Y
01566=5|Y
01568=5|Y
01569=5|Y
01570=5|Y
01571=5|Y
01581=5|Y
01583=5|Y
01585=5|Y
01586=5|Y
01588=5|Y
01590=5|Y
01601=5|Y
01602=5|Y
01603=5|Y
01604=5|Y
01605=5|Y
01606=5|Y
01607=5|Y
01608=5|Y
01609=5|Y
01610=5|Y
01611=5|Y
01612=5|Y
01613=5|Y
01614=5|Y
01615=5|Y
01653=5|Y
01655=5|Y
01701=5|Y
01702=5|Y
01703=5|Y
01704=5|Y
01705=5|Y
01718=5|Y
01719=5|Y
01720=5|Y
01721=5|Y
01730=5|Y
01731=5|Y
01740=5|Y
01741=5|Y
01742=5|Y
01745=5|Y
01746=5|Y
01747=5|Y
01748=5|Y
01749=5|Y
01752=5|Y
01754=5|Y
01756=5|Y
01757=5|Y
01760=5|Y
01770=5|Y
01772=5|Y
01773=5|Y
01775=5|Y
01776=5|Y
01778=5|Y
01784=5|Y
01801=5|Y
01803=5|Y
01805=5|Y
01810=5|Y
01812=5|Y
01813=5|Y
01815=5|Y
01821=5|Y
01822=5|Y
01824=5|Y
01826=5|Y
01827=5|Y
01830=5|Y
01831=5|Y
01832=5|Y
01833=5|Y
01834=5|Y
01835=5|Y
01840=5|Y
01841=5|Y
01842=5|Y
01843=5|Y
01844=5|Y
01845=5|Y
01850=5|Y
01851=5|Y
01852=5|Y
01853=5|Y
01854=5|Y
01860=5|Y
01862=5|Y
01863=5|Y
01864=5|Y
01865=5|Y
01866=5|Y
01867=5|Y
01876=5|Y
01879=5|Y
01880=5|Y
01885=5|Y
01886=5|Y
01887=5|Y
01888=5|Y
01889=5|Y
01890=5|Y
01899=5|Y
01901=5|Y
01902=5|Y
01903=5|Y
01904=5|Y
01905=5|Y
01906=5|Y
01907=5|Y
01908=5|Y
01910=5|Y
01913=5|Y
01915=5|Y
01921=5|Y
01922=5|Y
01923=5|Y
01929=5|Y
01930=5|Y
01931=5|Y
01936=5|Y
01937=5|Y
01938=5|Y
01940=5|Y
01944=5|Y
01945=5|Y
01949=5|Y
01950=5|Y
01951=5|Y
01952=5|Y
01960=5|Y
01961=5|Y
01965=5|Y
01966=5|Y
01969=5|Y
01970=5|Y
01971=5|Y
01982=5|Y
01983=5|Y
01984=5|Y
01985=5|Y
02018=5|Y
02019=5|Y
02020=5|Y
02021=5|Y
02025=5|Y
02026=5|Y
02027=5|Y
02030=5|Y
02032=5|Y
02035=5|Y
02038=5|Y
02040=5|Y
02041=5|Y
02043=5|Y
02044=5|Y
02045=5|Y
02047=5|Y
02048=5|Y
02050=5|Y
02051=5|Y
02052=5|Y
02053=5|Y
02054=5|Y
02055=5|Y
02056=5|Y
02059=5|Y
02060=5|Y
02061=5|Y
02062=5|Y
02065=5|Y
02066=5|Y
02067=5|Y
02070=5|Y
02071=5|Y
02072=5|Y
02081=5|Y
02090=5|Y
02093=5|Y
02108=5|Y
02109=5|Y
02110=5|Y
02111=5|Y
02112=5|Y
02113=5|Y
02114=5|Y
02115=5|Y
02116=5|Y
02117=5|Y
02118=5|Y
02119=5|Y
02120=5|Y
02121=5|Y
02122=5|Y
02123=5|Y
02124=5|Y
02125=5|Y
02126=5|Y
02127=5|Y
02128=5|Y
02129=5|Y
02130=5|Y
02131=5|Y
02132=5|Y
02133=5|Y
02134=5|Y
02135=5|Y
02136=5|Y
02137=5|Y
02138=5|Y
02139=5|Y
02140=5|Y
02141=5|Y
02142=5|Y
02143=5|Y
02144=5|Y
02145=5|Y
02148=5|Y
02149=5|Y
02150=5|Y
02151=5|Y
02152=5|Y
02153=5|Y
02155=5|Y
02156=5|Y
02163=5|Y
02169=5|Y
02170=5|Y
02171=5|Y
02176=5|Y
02180=5|Y
02184=5|Y
02185=5|Y
02186=5|Y
02187=5|Y
02188=5|Y
02189=5|Y
02190=5|Y
02191=5|Y
02196=5|Y
02199=5|Y
02201=5|Y
02203=5|Y
02204=5|Y
02205=5|Y
02206=5|Y
02210=5|Y
02211=5|Y
02212=5|Y
02215=5|Y
02217=5|Y
02222=5|Y
02228=5|Y
02238=5|Y
02241=5|Y
02266=5|Y
02269=5|Y
02283=5|Y
02284=5|Y
02293=5|Y
02297=5|Y
02298=5|Y
02301=5|Y
02302=5|Y
02303=5|Y
02304=5|Y
02305=5|Y
02322=5|Y
02324=5|Y
02325=5|Y
02327=5|Y
02330=5|Y
02331=5|Y
02332=5|Y
02333=5|Y
02334=5|Y
02337=5|Y
02338=5|Y
02339=5|Y
02340=5|Y
02341=5|Y
02343=5|Y
02344=5|Y
02345=5|Y
02346=5|Y
02347=5|Y
02348=5|Y
02349=5|Y
02350=5|Y
02351=5|Y
02355=5|Y
02356=5|Y
02357=5|Y
02358=5|Y
02359=5|Y
02360=5|Y
02361=5|Y
02362=5|Y
02364=5|Y
02366=5|Y
02367=5|Y
02368=5|Y
02370=5|Y
02375=5|Y
02379=5|Y
02381=5|Y
02382=5|Y
02420=5|Y
02421=5|Y
02445=5|Y
02446=5|Y
02447=5|Y
02451=5|Y
02452=5|Y
02453=5|Y
02454=5|Y
02455=5|Y
02456=5|Y
02457=5|Y
02458=5|Y
02459=5|Y
02460=5|Y
02461=5|Y
02462=5|Y
02464=5|Y
02465=5|Y
02466=5|Y
02467=5|Y
02468=5|Y
02471=5|Y
02472=5|Y
02474=5|Y
02475=5|Y
02476=5|Y
02477=5|Y
02478=5|Y
02479=5|Y
02481=5|Y
02482=5|Y
02492=5|Y
02493=5|Y
02494=5|Y
02495=5|Y
02532=5|Y
02534=5|Y
02535=5|Y
02536=5|Y
02537=5|Y
02538=5|Y
02539=5|Y
02540=5|Y
02541=5|Y
02542=5|Y
02543=5|Y
02552=5|Y
02553=5|Y
02554=5|Y
02556=5|Y
02557=5|Y
02558=5|Y
02559=5|Y
02561=5|Y
02562=5|Y
02563=5|Y
02564=5|Y
02568=5|Y
02571=5|Y
02574=5|Y
02575=5|Y
02576=5|Y
02584=5|Y
02601=5|Y
02630=5|Y
02631=5|Y
02632=5|Y
02633=5|Y
02634=5|Y
02635=5|Y
02637=5|Y
02638=5|Y
02639=5|Y
02641=5|Y
02642=5|Y
02643=5|Y
02644=5|Y
02645=5|Y
02646=5|Y
02647=5|Y
02648=5|Y
02649=5|Y
02650=5|Y
02651=5|Y
02652=5|Y
02653=5|Y
02655=5|Y
02657=5|Y
02659=5|Y
02660=5|Y
02661=5|Y
02662=5|Y
02663=5|Y
02664=5|Y
02666=5|Y
02667=5|Y
02668=5|Y
02669=5|Y
02670=5|Y
02671=5|Y
02672=5|Y
02673=5|Y
02675=5|Y
02702=5|Y
02703=5|Y
02712=5|Y
02713=5|Y
02714=5|Y
02715=5|Y
02717=5|Y
02718=5|Y
02719=5|Y
02720=5|Y
02721=5|Y
02722=5|Y
02723=5|Y
02724=5|Y
02725=5|Y
02726=5|Y
02738=5|Y
02739=5|Y
02740=5|Y
02741=5|Y
02742=5|Y
02743=5|Y
02744=5|Y
02745=5|Y
02746=5|Y
02747=5|Y
02748=5|Y
02760=5|Y
02761=5|Y
02762=5|Y
02763=5|Y
02764=5|Y
02766=5|Y
02767=5|Y
02768=5|Y
02769=5|Y
02770=5|Y
02771=5|Y
02777=5|Y
02779=5|Y
02780=5|Y
02783=5|Y
02790=5|Y
02791=5|Y
02801=5|Y
02802=5|Y
02804=5|Y
02806=5|Y
02807=5|Y
02808=5|Y
02809=5|Y
02812=5|Y
02813=5|Y
02814=5|Y
02815=5|Y
02816=5|Y
02817=5|Y
02818=5|Y
02822=5|Y
02823=5|Y
02824=5|Y
02825=5|Y
02826=5|Y
02827=5|Y
02828=5|Y
02829=5|Y
02830=5|Y
02831=5|Y
02832=5|Y
02833=5|Y
02835=5|Y
02836=5|Y
02837=5|Y
02838=5|Y
02839=5|Y
02840=5|Y
02841=5|Y
02842=5|Y
02852=5|Y
02857=5|Y
02858=5|Y
02859=5|Y
02860=5|Y
02861=5|Y
02862=5|Y
02863=5|Y
02864=5|Y
02865=5|Y
02871=5|Y
02872=5|Y
02873=5|Y
02874=5|Y
02875=5|Y
02876=5|Y
02877=5|Y
02878=5|Y
02879=5|Y
02880=5|Y
02881=5|Y
02882=5|Y
02883=5|Y
02885=5|Y
02886=5|Y
02887=5|Y
02888=5|Y
02889=5|Y
02891=5|Y
02892=5|Y
02893=5|Y
02894=5|Y
02895=5|Y
02896=5|Y
02898=5|Y
02901=5|Y
02902=5|Y
02903=5|Y
02904=5|Y
02905=5|Y
02906=5|Y
02907=5|Y
02908=5|Y
02909=5|Y
02910=5|Y
02911=5|Y
02912=5|Y
02914=5|Y
02915=5|Y
02916=5|Y
02917=5|Y
02918=5|Y
02919=5|Y
02920=5|Y
02921=5|Y
02940=5|Y
03031=5|Y
03032=5|Y
03033=5|Y
03034=5|Y
03036=5|Y
03037=5|Y
03038=5|Y
03040=5|Y
03041=5|Y
03042=5|Y
03043=5|Y
03044=5|Y
03045=5|Y
03046=5|Y
03047=5|Y
03048=5|Y
03049=5|Y
03051=5|Y
03052=5|Y
03053=5|Y
03054=5|Y
03055=5|Y
03057=5|Y
03060=5|Y
03061=5|Y
03062=5|Y
03063=5|Y
03064=5|Y
03070=5|Y
03071=5|Y
03073=5|Y
03076=5|Y
03077=5|Y
03079=5|Y
03082=5|Y
03084=5|Y
03086=5|Y
03087=5|Y
03101=5|Y
03102=5|Y
03103=5|Y
03104=5|Y
03105=5|Y
03106=5|Y
03108=5|Y
03109=5|Y
03110=5|Y
03111=5|Y
03215=5|Y
03216=5|Y
03217=5|Y
03218=5|Y
03220=5|Y
03221=5|Y
03222=5|Y
03223=5|Y
03224=5|Y
03225=5|Y
03226=5|Y
03227=5|Y
03229=5|Y
03230=5|Y
03231=5|Y
03233=5|Y
03234=5|Y
03235=5|Y
03237=5|Y
03238=5|Y
03240=5|Y
03241=5|Y
03242=5|Y
03243=5|Y
03244=5|Y
03245=5|Y
03246=5|Y
03247=5|Y
03249=5|Y
03251=5|Y
03252=5|Y
03253=5|Y
03254=5|Y
03255=5|Y
03256=5|Y
03257=5|Y
03258=5|Y
03259=5|Y
03260=5|Y
03261=5|Y
03262=5|Y
03263=5|Y
03264=5|Y
03266=5|Y
03268=5|Y
03269=5|Y
03272=5|Y
03273=5|Y
03275=5|Y
03276=5|Y
03278=5|Y
03279=5|Y
03280=5|Y
03281=5|Y
03282=5|Y
03284=5|Y
03285=5|Y
03287=5|Y
03289=5|Y
03290=5|Y
03291=5|Y
03293=5|Y
03298=5|Y
03299=5|Y
03301=5|Y
03302=5|Y
03303=5|Y
03304=5|Y
03305=5|Y
03307=5|Y
03431=5|Y
03435=5|Y
03440=5|Y
03441=5|Y
03442=5|Y
03443=5|Y
03444=5|Y
03445=5|Y
03446=5|Y
03447=5|Y
03448=5|Y
03449=5|Y
03450=5|Y
03451=5|Y
03452=5|Y
03455=5|Y
03456=5|Y
03457=5|Y
03458=5|Y
03461=5|Y
03462=5|Y
03464=5|Y
03465=5|Y
03466=5|Y
03467=5|Y
03468=5|Y
03469=5|Y
03470=5|Y
03561=5|Y
03570=5|Y
03574=5|Y
03575=5|Y
03576=5|Y
03579=5|Y
03580=5|Y
03581=5|Y
03582=5|Y
03583=5|Y
03584=5|Y
03585=5|Y
03586=5|Y
03588=5|Y
03589=5|Y
03590=5|Y
03592=5|Y
03593=5|Y
03595=5|Y
03597=5|Y
03598=5|Y
03601=5|Y
03602=5|Y
03603=5|Y
03604=5|Y
03605=5|Y
03607=5|Y
03608=5|Y
03609=5|Y
03740=5|Y
03741=5|Y
03743=5|Y
03745=5|Y
03746=5|Y
03748=5|Y
03749=5|Y
03750=5|Y
03751=5|Y
03752=5|Y
03753=5|Y
03754=5|Y
03755=5|Y
03756=5|Y
03765=5|Y
03766=5|Y
03768=5|Y
03769=5|Y
03770=5|Y
03771=5|Y
03773=5|Y
03774=5|Y
03777=5|Y
03779=5|Y
03780=5|Y
03781=5|Y
03782=5|Y
03784=5|Y
03785=5|Y
03801=5|Y
03802=5|Y
03803=5|Y
03804=5|Y
03809=5|Y
03810=5|Y
03811=5|Y
03812=5|Y
03813=5|Y
03814=5|Y
03815=5|Y
03816=5|Y
03817=5|Y
03818=5|Y
03819=5|Y
03820=5|Y
03821=5|Y
03822=5|Y
03823=5|Y
03824=5|Y
03825=5|Y
03826=5|Y
03827=5|Y
03830=5|Y
03832=5|Y
03833=5|Y
03835=5|Y
03836=5|Y
03837=5|Y
03838=5|Y
03839=5|Y
03840=5|Y
03841=5|Y
03842=5|Y
03843=5|Y
03844=5|Y
03845=5|Y
03846=5|Y
03847=5|Y
03848=5|Y
03849=5|Y
03850=5|Y
03851=5|Y
03852=5|Y
03853=5|Y
03854=5|Y
03855=5|Y
03856=5|Y
03857=5|Y
03858=5|Y
03859=5|Y
03860=5|Y
03861=5|Y
03862=5|Y
03864=5|Y
03865=5|Y
03866=5|Y
03867=5|Y
03868=5|Y
03869=5|Y
03870=5|Y
03871=5|Y
03872=5|Y
03873=5|Y
03874=5|Y
03875=5|Y
03878=5|Y
03882=5|Y
03883=5|Y
03884=5|Y
03885=5|Y
03886=5|Y
03887=5|Y
03890=5|Y
03894=5|Y
03896=5|Y
03897=5|Y
03901=5|Y
03902=5|Y
03903=5|Y
03904=5|Y
03905=5|Y
03906=5|Y
03907=5|Y
03908=5|Y
03909=5|Y
03910=5|Y
03911=5|Y
04001=5|Y
04002=5|Y
04003=5|Y
04004=5|Y
04005=5|Y
04006=5|Y
04007=5|Y
04008=5|Y
04009=5|Y
04010=5|Y
04011=5|Y
04013=5|Y
04014=5|Y
04015=5|Y
04016=5|Y
04017=5|Y
04019=5|Y
04020=5|Y
04021=5|Y
04022=5|Y
04024=5|Y
04027=5|Y
04028=5|Y
04029=5|Y
04030=5|Y
04032=5|Y
04033=5|Y
04034=5|Y
04037=5|Y
04038=5|Y
04039=5|Y
04040=5|Y
04041=5|Y
04042=5|Y
04043=5|Y
04046=5|Y
04047=5|Y
04048=5|Y
04049=5|Y
04050=5|Y
04051=5|Y
04054=5|Y
04055=5|Y
04056=5|Y
04057=5|Y
04061=5|Y
04062=5|Y
04063=5|Y
04064=5|Y
04066=5|Y
04068=5|Y
04069=5|Y
04070=5|Y
04071=5|Y
04072=5|Y
04073=5|Y
04074=5|Y
04076=5|Y
04077=5|Y
04078=5|Y
04079=5|Y
04082=5|Y
04083=5|Y
04084=5|Y
04085=5|Y
04086=5|Y
04087=5|Y
04088=5|Y
04090=5|Y
04091=5|Y
04092=5|Y
04093=5|Y
04094=5|Y
04095=5|Y
04096=5|Y
04097=5|Y
04098=5|Y
04101=5|Y
04102=5|Y
04103=5|Y
04104=5|Y
04105=5|Y
04106=5|Y
04107=5|Y
04108=5|Y
04109=5|Y
04110=5|Y
04112=5|Y
04116=5|Y
04122=5|Y
04123=5|Y
04124=5|Y
04210=5|Y
04211=5|Y
04212=5|Y
04216=5|Y
04217=5|Y
04219=5|Y
04220=5|Y
04221=5|Y
04222=5|Y
04223=5|Y
04224=5|Y
04225=5|Y
04226=5|Y
04227=5|Y
04228=5|Y
04230=5|Y
04231=5|Y
04234=5|Y
04236=5|Y
04237=5|Y
04238=5|Y
04239=5|Y
04240=5|Y
04241=5|Y
04243=5|Y
04250=5|Y
04252=5|Y
04253=5|Y
04254=5|Y
04255=5|Y
04256=5|Y
04257=5|Y
04258=5|Y
04259=5|Y
04260=5|Y
04261=5|Y
04262=5|Y
04263=5|Y
04265=5|Y
04266=5|Y
04267=5|Y
04268=5|Y
04270=5|Y
04271=5|Y
04274=5|Y
04275=5|Y
04276=5|Y
04280=5|Y
04281=5|Y
04282=5|Y
04284=5|Y
04285=5|Y
04286=5|Y
04287=5|Y
04288=5|Y
04289=5|Y
04290=5|Y
04291=5|Y
04292=5|Y
04294=5|Y
04330=5|Y
04332=5|Y
04333=5|Y
04336=5|Y
04338=5|Y
04341=5|Y
04342=5|Y
04343=5|Y
04344=5|Y
04345=5|Y
04346=5|Y
04347=5|Y
04348=5|Y
04349=5|Y
04350=5|Y
04351=5|Y
04352=5|Y
04353=5|Y
04354=5|Y
04355=5|Y
04357=5|Y
04358=5|Y
04359=5|Y
04360=5|Y
04363=5|Y
04364=5|Y
04401=5|Y
04402=5|Y
04406=5|Y
04408=5|Y
04410=5|Y
04411=5|Y
04412=5|Y
04413=5|Y
04414=5|Y
04415=5|Y
04416=5|Y
04417=5|Y
04418=5|Y
04419=5|Y
04420=5|Y
04421=5|Y
04422=5|Y
04424=5|Y
04426=5|Y
04427=5|Y
04428=5|Y
04429=5|Y
04430=5|Y
04431=5|Y
04434=5|Y
04435=5|Y
04438=5|Y
04441=5|Y
04442=5|Y
04443=5|Y
04444=5|Y
04448=5|Y
04449=5|Y
04450=5|Y
04451=5|Y
04453=5|Y
04454=5|Y
04455=5|Y
04456=5|Y
04457=5|Y
04459=5|Y
04460=5|Y
04461=5|Y
04462=5|Y
04463=5|Y
04464=5|Y
04468=5|Y
04469=5|Y
04471=5|Y
04472=5|Y
04473=5|Y
04474=5|Y
04475=5|Y
04476=5|Y
04478=5|Y
04479=5|Y
04481=5|Y
04485=5|Y
04487=5|Y
04488=5|Y
04489=5|Y
04490=5|Y
04491=5|Y
04492=5|Y
04493=5|Y
04495=5|Y
04496=5|Y
04497=5|Y
04530=5|Y
04535=5|Y
04537=5|Y
04538=5|Y
04539=5|Y
04541=5|Y
04543=5|Y
04544=5|Y
04547=5|Y
04548=5|Y
04549=5|Y
04551=5|Y
04553=5|Y
04554=5|Y
04555=5|Y
04556=5|Y
04558=5|Y
04562=5|Y
04563=5|Y
04564=5|Y
04565=5|Y
04568=5|Y
04570=5|Y
04571=5|Y
04572=5|Y
04573=5|Y
04574=5|Y
04575=5|Y
04576=5|Y
04578=5|Y
04579=5|Y
04605=5|Y
04606=5|Y
04607=5|Y
04609=5|Y
04611=5|Y
04612=5|Y
04613=5|Y
04614=5|Y
04616=5|Y
04617=5|Y
04619=5|Y
04622=5|Y
04623=5|Y
04624=5|Y
04625=5|Y
04626=5|Y
04627=5|Y
04628=5|Y
04629=5|Y
04630=5|Y
04631=5|Y
04634=5|Y
04635=5|Y
04637=5|Y
04640=5|Y
04642=5|Y
04643=5|Y
04644=5|Y
04645=5|Y
04646=5|Y
04648=5|Y
04649=5|Y
04650=5|Y
04652=5|Y
04653=5|Y
04654=5|Y
04655=5|Y
04657=5|Y
04658=5|Y
04660=5|Y
04662=5|Y
04664=5|Y
04666=5|Y
04667=5|Y
04668=5|Y
04669=5|Y
04671=5|Y
04672=5|Y
04673=5|Y
04674=5|Y
04675=5|Y
04676=5|Y
04677=5|Y
04679=5|Y
04680=5|Y
04681=5|Y
04683=5|Y
04684=5|Y
04685=5|Y
04686=5|Y
04691=5|Y
04693=5|Y
04694=5|Y
04730=5|Y
04732=5|Y
04733=5|Y
04734=5|Y
04735=5|Y
04736=5|Y
04737=5|Y
04738=5|Y
04739=5|Y
04740=5|Y
04741=5|Y
04742=5|Y
04743=5|Y
04744=5|Y
04745=5|Y
04746=5|Y
04747=5|Y
04750=5|Y
04751=5|Y
04756=5|Y
04757=5|Y
04758=5|Y
04760=5|Y
04761=5|Y
04762=5|Y
04763=5|Y
04764=5|Y
04765=5|Y
04766=5|Y
04768=5|Y
04769=5|Y
04772=5|Y
04773=5|Y
04774=5|Y
04775=5|Y
04776=5|Y
04777=5|Y
04779=5|Y
04780=5|Y
04781=5|Y
04783=5|Y
04785=5|Y
04786=5|Y
04787=5|Y
04841=5|Y
04843=5|Y
04847=5|Y
04848=5|Y
04849=5|Y
04850=5|Y
04851=5|Y
04852=5|Y
04853=5|Y
04854=5|Y
04855=5|Y
04856=5|Y
04858=5|Y
04859=5|Y
04860=5|Y
04861=5|Y
04862=5|Y
04863=5|Y
04864=5|Y
04865=5|Y
04901=5|Y
04903=5|Y
04910=5|Y
04911=5|Y
04912=5|Y
04915=5|Y
04917=5|Y
04918=5|Y
04920=5|Y
04921=5|Y
04922=5|Y
04923=5|Y
04924=5|Y
04925=5|Y
04926=5|Y
04927=5|Y
04928=5|Y
04929=5|Y
04930=5|Y
04932=5|Y
04933=5|Y
04935=5|Y
04936=5|Y
04937=5|Y
04938=5|Y
04939=5|Y
04940=5|Y
04941=5|Y
04942=5|Y
04943=5|Y
04944=5|Y
04945=5|Y
04947=5|Y
04949=5|Y
04950=5|Y
04951=5|Y
04952=5|Y
04953=5|Y
04954=5|Y
04955=5|Y
04956=5|Y
04957=5|Y
04958=5|Y
04961=5|Y
04962=5|Y
04963=5|Y
04964=5|Y
04965=5|Y
04966=5|Y
04967=5|Y
04969=5|Y
04970=5|Y
04971=5|Y
04972=5|Y
04973=5|Y
04974=5|Y
04975=5|Y
04976=5|Y
04978=5|Y
04979=5|Y
04981=5|Y
04982=5|Y
04983=5|Y
04984=5|Y
04985=5|Y
04986=5|Y
04987=5|Y
04988=5|Y
04989=5|Y
04992=5|Y
05001=5|Y
05009=5|Y
05030=5|Y
05031=5|Y
05032=5|Y
05033=5|Y
05034=5|Y
05035=5|Y
05036=5|Y
05037=5|Y
05038=5|Y
05039=5|Y
05040=5|Y
05041=5|Y
05042=5|Y
05043=5|Y
05045=5|Y
05046=5|Y
05047=5|Y
05048=5|Y
05049=5|Y
05050=5|Y
05051=5|Y
05052=5|Y
05053=5|Y
05054=5|Y
05055=5|Y
05056=5|Y
05058=5|Y
05059=5|Y
05060=5|Y
05061=5|Y
05062=5|Y
05065=5|Y
05067=5|Y
05068=5|Y
05069=5|Y
05070=5|Y
05071=5|Y
05072=5|Y
05073=5|Y
